Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_len,word_count,hashtag_count,emoji_count,SentimentSimple,Sentiment_norm,TextLength,LengthGroup
494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,2019-03-28 15:30:00, EmotionCarnival ,Instagram, #Thrill #WildHeartRide ,35.0,70.0,South Africa,2019,3,28,15,89,16,2,1,Negative,Thrill,89,60-89
495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,2018-05-12 17:30:00, ParisDreamer ,Twitter, #Reflection #ParisianDreams ,28.0,55.0,France,2018,5,12,17,104,18,2,1,Neutral,Reflection,104,90-119
496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,2022-09-28 15:45:00, DisneylandExplorer ,Instagram, #Enchantment #ChildhoodFantasies ,30.0,60.0,Usa,2022,9,28,15,98,16,2,1,Negative,Enchantment,98,90-119
497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,2019-11-10 14:00:00, FerrariSpeedster ,Facebook, #Excitement #SymphonyOfSpeed ,22.0,45.0,Italy,2019,11,10,14,90,15,2,1,Positive,Excitement,90,90-119
498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,2021-04-02 18:20:00, KeukenhofAdventurer ,Instagram, #Joy #SpringtimeColors ,35.0,70.0,Netherlands,2021,4,2,18,101,17,2,1,Positive,Joy,101,90-119
499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,2017-08-22 21:30:00, KyotoAdventurer ,Twitter, #Exploration #JapaneseTraditions ,18.0,35.0,Japan,2017,8,22,21,109,17,2,2,Negative,Exploration,109,90-119
500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,2020-06-15 16:45:00, CanyonMarveler ,Instagram, #Awe #EarthsGrandeur ,25.0,50.0,Usa,2020,6,15,16,98,16,2,3,Positive,Awe,98,90-119
501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,2016-09-10 19:15:00, SantoriniTraveler ,Facebook, #Serenity #SunsetHues ,22.0,45.0,Greece,2016,9,10,19,105,16,2,1,Positive,Serenity,105,90-119
502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,2023-01-28 13:00:00, PetraExplorer ,Twitter, #Amazement #AncientTales ,30.0,60.0,Jordan,2023,1,28,13,99,15,2,1,Negative,Amazement,99,90-119
503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,2019-04-18 16:30:00, VeniceRomantic ,Instagram, #Romance #TimelessCity ,20.0,40.0,Italy,2019,4,18,16,96,16,2,1,Negative,Romance,96,90-119
504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,2017-11-05 22:00:00, MachuPicchuAdventurer ,Facebook, #Awe #AncientCivilizations ,28.0,55.0,Peru,2017,11,5,22,107,16,2,1,Positive,Awe,107,90-119
505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,2022-07-20 21:45:00, TimesSquareExplorer ,Instagram, #Excitement #UrbanEnergy ,35.0,70.0,Usa,2022,7,20,21,102,18,2,1,Positive,Excitement,102,90-119
506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ", Captivation ,2018-03-15 17:30:00, ColosseumAdventurer ,Twitter, #Captivation #GladiatorTales ,25.0,50.0,Italy,2018,3,15,17,98,15,2,1,Negative,Captivation,98,90-119
507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ", Serenity ,2019-10-28 14:15:00, MaldivesSailor ,Facebook, #Serenity #ParadiseWhispers ,22.0,45.0,Maldives,2019,10,28,14,87,15,2,1,Positive,Serenity,87,60-89
508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ", Wonder ,2021-06-10 16:00:00, AmazonExplorer ,Instagram, #Wonder #NatureOrchestra ,30.0,60.0,Brazil,2021,6,10,16,104,17,2,2,Negative,Wonder,104,90-119
509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ", Awe ,2017-08-18 19:30:00, GreatWallWalker ,Twitter, #Awe #EngineeringMarvels ,18.0,35.0,China,2017,8,18,19,87,14,2,1,Positive,Awe,87,60-89
510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ", Accomplishment ,2020-04-15 05:30:00, FujiSummitAchiever ,Facebook, #Accomplishment #SunriseHues ,28.0,55.0,Japan,2020,4,15,5,101,17,2,1,Negative,Accomplishment,101,90-119
511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ", Exploration ,2016-11-22 13:00:00, AngkorWatAdventurer ,Instagram, #Exploration #KhmerStories ,20.0,40.0,Cambodia,2016,11,22,13,96,14,2,1,Negative,Exploration,96,90-119
512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ", Adventure ,2019-01-10 14:45:00, AlpsSkiAdventurer ,Twitter, #Adventure #SnowPeakDance ,22.0,45.0,Switzerland,2019,1,10,14,99,18,2,2,Negative,Adventure,99,90-119
513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ", Tranquility ,2023-02-28 16:20:00, KyotoBambooSeeker ,Facebook, #Tranquility #ZenWisdom ,25.0,50.0,Japan,2023,2,28,16,101,16,2,2,Negative,Tranquility,101,90-119
514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ", Grandeur ,2018-05-28 18:30:00, NorwayFjordExplorer ,Instagram, #Grandeur #IcyMasterpiece ,22.0,45.0,Norway,2018,5,28,18,99,14,2,2,Negative,Grandeur,99,90-119
515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ", Emotion ,2022-09-15 20:00:00, AdeleConcertGoer ,Instagram, #Emotion #AdeleConcert ,40.0,80.0,Usa,2022,9,15,20,107,17,2,5,Negative,Emotion,107,90-119
516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ", Energy ,2019-07-28 21:30:00, BeyonceDancer ,Twitter, #Energy #BeyonceConcert ,35.0,70.0,Usa,2019,7,28,21,100,17,2,4,Negative,Energy,100,90-119
517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ", Enchantment ,2021-05-10 19:45:00, SwiftieDreamer ,Facebook, #Enchantment #TaylorSwift ,30.0,60.0,Usa,2021,5,10,19,100,18,2,3,Negative,Enchantment,100,90-119
518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ", Nostalgia ,2018-12-02 22:15:00, QueenTributeFan ,Instagram, #Nostalgia #QueenTribute ,22.0,45.0,United Kingdom,2018,12,2,22,106,19,2,2,Negative,Nostalgia,106,90-119
519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ", Serenity ,2020-08-18 19:00:00, SheeranMelodyLover ,Twitter, #Serenity #EdSheeranConcert ,18.0,35.0,United Kingdom,2020,8,18,19,91,13,2,4,Positive,Serenity,91,90-119
520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ", Joy ,2017-03-28 20:30:00, MarsJoyExplorer ,Facebook, #Joy #BrunoMars ,28.0,55.0,Usa,2017,3,28,20,100,18,2,3,Positive,Joy,100,90-119
521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ", Celebration ,2022-01-15 21:15:00, MJTributeDancer ,Instagram, #Celebration #MJTribute ,25.0,50.0,Usa,2022,1,15,21,99,17,2,1,Negative,Celebration,99,90-119
522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ", Charm ,2019-06-10 18:45:00, SinatraCharmListener ,Twitter, #Charm #SinatraTribute ,22.0,45.0,Usa,2019,6,10,18,104,19,2,3,Negative,Charm,104,90-119
523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ", Ecstasy ,2023-03-20 22:30:00, MetallicaMoshWarrior ,Facebook, #Ecstasy #MetallicaConcert ,35.0,70.0,Usa,2023,3,20,22,104,17,2,1,Negative,Ecstasy,104,90-119
524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ", Hope ,2016-11-28 19:00:00, ColdplayHopeSeeker ,Instagram, #Hope #ColdplayMagic ,30.0,60.0,United Kingdom,2016,11,28,19,101,18,2,3,Positive,Hope,101,90-119
525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ", Enthusiasm ,2018-08-05 20:00:00, BieberDanceEnthusiast ,Instagram, #Enthusiasm #JustinBieber ,40.0,80.0,Canada,2018,8,5,20,105,17,2,3,Positive,Enthusiasm,105,90-119
526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ", Creativity ,2021-04-15 21:30:00, GagaArtisticChameleon ,Twitter, #Creativity #LadyGaga ,35.0,70.0,Usa,2021,4,15,21,105,18,2,1,Negative,Creativity,105,90-119
527,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ", Emotion ,2019-11-28 19:45:00, AdeleMelodyTearjerker ,Facebook, #Emotion #AdeleMelodies ,30.0,60.0,United Kingdom,2019,11,28,19,95,16,2,3,Negative,Emotion,95,90-119
528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ", Colorful ,2020-06-22 22:00:00, KatyPerryColorExplosion ,Instagram, #Colorful #KatyPerry ,22.0,45.0,Usa,2020,6,22,22,95,16,2,1,Negative,Colorful,95,90-119
529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ", Pride ,2017-09-10 20:15:00, JayZEmpireListener ,Twitter, #Pride #JayZAnthem ,18.0,35.0,Usa,2017,9,10,20,104,19,2,4,Positive,Pride,104,90-119
530,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ", Hypnotic ,2022-02-28 21:15:00, ShakiraHipsDancer ,Facebook, #Hypnotic #ShakiraRhythms ,28.0,55.0,Colombia,2022,2,28,21,93,15,2,5,Negative,Hypnotic,93,90-119
531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ", Connection ,2016-05-15 19:30:00, U2ConnectionSeeker ,Instagram, #Connection #U2Anthem ,25.0,50.0,Ireland,2016,5,15,19,102,18,2,3,Negative,Connection,102,90-119
532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ", Iconic ,2018-12-10 22:30:00, GunsNRosesRiffRockstar ,Twitter, #Iconic #GNRConcert ,22.0,45.0,Usa,2018,12,10,22,101,20,2,5,Negative,Iconic,101,90-119
533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ", Euphoria ,2023-01-22 20:00:00, ArianaEuphoriaChaser ,Facebook, #Euphoria #ArianaGrande ,35.0,70.0,Usa,2023,1,22,20,99,18,2,3,Positive,Euphoria,99,90-119
534,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ", Journey ,2020-03-05 18:45:00, MarleyReggaeTraveler ,Instagram, #Journey #BobMarleyTribute ,30.0,60.0,Jamaica,2020,3,5,18,101,17,2,3,Negative,Journey,101,90-119
535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ", Excitement ,2018-10-12 20:00:00, MovieEnthusiastPremiereAttendee ,Twitter, #Excitement #MoviePremiereThrills ,40.0,80.0,Usa,2018,10,12,20,131,18,2,1,Positive,Excitement,131,120-149
536,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ", Nostalgia ,2019-06-25 22:15:00, FilmLoverNostalgiaSeeker ,Instagram, #Nostalgia #ClassicFilmMoments ,35.0,70.0,United Kingdom,2019,6,25,22,115,18,2,1,Negative,Nostalgia,115,90-119
537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ", Engagement ,2020-07-08 19:30:00, WebSeriesViewerCharacterConnection ,Facebook, #Engagement #WebSeriesJourney ,30.0,60.0,Canada,2020,7,8,19,128,20,2,2,Negative,Engagement,128,120-149
538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ", Pride ,2017-09-18 21:45:00, IndieFilmmakerFestivalSuccess ,Twitter, #Pride #IndieFilmSuccess ,22.0,45.0,Australia,2017,9,18,21,127,19,2,2,Positive,Pride,127,120-149
539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ", Touched ,2021-01-15 18:00:00, DramaEnthusiastHeartwarmingMoments ,Instagram, #Touched #FamilyDramaMoments ,28.0,55.0,India,2021,1,15,18,132,20,2,1,Negative,Touched,132,120-149
540,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ", Gratitude ,2016-02-28 20:30:00, AwardWinningActorOscarsRecipient ,Facebook, #Gratitude #OscarWinningMoment ,18.0,35.0,Usa,2016,2,28,20,136,20,2,1,Positive,Gratitude,136,120-149
541,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ", Inspiration ,2022-04-20 17:30:00, DocumentaryEnthusiastHiddenGemFinder ,Twitter, #Inspiration #HiddenGemDiscovery ,22.0,45.0,France,2022,4,20,17,134,21,2,1,Negative,Inspiration,134,120-149
542,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ", Contemplation ,2019-11-05 21:15:00, FilmBuffContemplativeViewer ,Instagram, #Contemplation #DeepMeanings ,28.0,55.0,Germany,2019,11,5,21,138,22,2,1,Neutral,Contemplation,138,120-149
543,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ", Suspense ,2015-07-12 22:00:00, CrimeSeriesEnthusiastThrillSeeker ,Facebook, #Suspense #CrimeSeriesThrills ,35.0,70.0,Japan,2015,7,12,22,129,21,2,2,Negative,Suspense,129,120-149
544,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ", Satisfaction ,2020-09-10 19:45:00, FilmCriticSatisfactionSeeker ,Twitter, #Satisfaction #FulfillingEnding ,22.0,45.0,Brazil,2020,9,10,19,139,21,2,1,Positive,Satisfaction,139,120-149
545,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ", Joy ,2018-07-15 21:30:00, FootballFanWorldCupCelebration ,Instagram, #Joy #WorldCupTriumph ,40.0,80.0,Brazil,2018,7,15,21,121,21,2,1,Positive,Joy,121,120-149
546,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ", Inspiration ,2020-08-08 19:45:00, OlympicsEnthusiastGoldMedalWinner ,Twitter, #Inspiration #OlympicAchievement ,35.0,70.0,Usa,2020,8,8,19,143,20,2,2,Negative,Inspiration,143,120-149
547,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ", Excitement ,2019-06-25 22:15:00, CricketFanChampionshipThrills ,Facebook, #Excitement #CricketChampionship ,30.0,60.0,India,2019,6,25,22,132,20,2,2,Positive,Excitement,132,120-149
548,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ", Admiration ,2021-11-07 17:30:00, MarathonSpectatorRecordBreaking ,Instagram, #Admiration #MarathonRecords ,22.0,45.0,Kenya,2021,11,7,17,134,19,2,2,Positive,Admiration,134,120-149
549,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ", Captivation ,2017-09-10 20:15:00, TennisEnthusiastGrandSlamDrama ,Twitter, #Captivation #TennisRivalry ,28.0,55.0,United Kingdom,2017,9,10,20,131,22,2,1,Negative,Captivation,131,120-149
550,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ", Triumph ,2022-06-20 21:00:00, BasketballFanUnderdogTriumph ,Facebook, #Triumph #BasketballFinals ,18.0,35.0,Usa,2022,6,20,21,138,23,2,1,Positive,Triumph,138,120-149
551,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ", Awe ,2016-04-10 18:30:00, GolfEnthusiastPrecisionVictory ,Instagram, #Awe #GolfVictory ,22.0,45.0,Scotland,2016,4,10,18,139,22,2,2,Positive,Awe,139,120-149
552,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ", Thrill ,2019-11-24 19:45:00, F1FanHighSpeedRaceExcitement ,Twitter, #Thrill #Formula1Championship ,28.0,55.0,Germany,2019,11,24,19,133,23,2,2,Negative,Thrill,133,120-149
553,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ", Determination ,2015-09-28 22:30:00, CyclingEnthusiastWorldChampion ,Facebook, #Determination #CyclingChampion ,35.0,70.0,Italy,2015,9,28,22,138,17,2,1,Negative,Determination,138,120-149
554,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ", Heartwarming ,2020-12-12 20:00:00, HockeyFanComebackVictory ,Instagram, #Heartwarming #HockeyFinalsComeback ,22.0,45.0,Canada,2020,12,12,20,137,22,2,1,Positive,Heartwarming,137,120-149
555,"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ", Disappointment ,2019-11-02 18:45:00, SoccerFanTeamDefeats ,Twitter, #Disappointment #SoccerDefeats ,40.0,80.0,Brazil,2019,11,2,18,127,20,2,1,Negative,Disappointment,127,120-149
556,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ", Frustration ,2018-07-10 21:15:00, TennisEnthusiastUnexpectedSetback ,Instagram, #Frustration #TennisSetback ,35.0,70.0,Usa,2018,7,10,21,146,22,2,1,Negative,Frustration,146,120-149
557,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ", Reflection ,2020-09-18 19:30:00, BoxingFanChampionshipDefeat ,Facebook, #Reflection #BoxingDefeat ,30.0,60.0,United Kingdom,2020,9,18,19,139,23,2,1,Neutral,Reflection,139,120-149
558,"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ", Obstacle ,2017-05-15 22:00:00, CyclingEnthusiastTireBlowout ,Twitter, #Obstacle #CyclingFrustration ,22.0,45.0,France,2017,5,15,22,142,24,2,1,Negative,Obstacle,142,120-149
559,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ", Sympathy ,2021-04-05 20:15:00, GymnasticsFanRoutineFall ,Instagram, #Sympathy #GymnasticsFall ,28.0,55.0,Japan,2021,4,5,20,134,20,2,2,Negative,Sympathy,134,120-149
